840|Savanna|http://medavi.ru/user/26/|березовые почки против ожирения|http://medavi.ru/berezovye_pochki_protiv_ozhireniia/|||2|Лишний вес – бич XXI века, когда полезную еду заменили фастфуды, калорийные майонезы и газированные напитки. Как справиться с ожирением, которое не только портит фигуру, но и сильно вредит здоровью, нарушает работу всех систем организма?  Программа борьбы против лишнего веса  Самая простая, но эффективная схема выглядит так:  необходимо сесть на сбалансированную низкокалорийную диету (ее посоветует врач, ни в коем случае нельзя использовать различные «кефирно-яблочные» и прочие диеты, которые способны сильно навредить здоровью),  обязательно нужно начать регулярно делать физические упражнения, без которых дряблые мышцы не войдут в нужный тонус,  соблюдать режим дня. Удивительно, но ночные бдения способствуют ожирению, так как нарушается биоритм человека, что влечет за собой нарушения обмена веществ,  помочь организму очиститься от лишнего жира с помощью средств народной медицины.  Забытый, но эффективный рецепт  Усилить обмен веществ при ожирении и сбросить лишний вес помогут березовые почки. Есть 2 варианта их приготовления:  чай из березовых почек против ожирения: одним стаканом кипятка залить 1 чайную ложку березовых почек (можно измельчить), прокипятить на слабом огне 2-3 минутки, настоять 2 часа. Пить маленькими глоточками после еды вместо чая. Норма: по 150 грамм дважды в день. Этот чай попутно поможет избавиться от камней и песка в почках, выгонит глисты, излечит язву желудка. Им можно умываться для очищения и омоложения кожи,  спиртовая настойка из березовых почек против ожирения: 0,5 литра 70% спирта залить полстакана березовых почек, настоять 2 недели, процедить настой через марлю, хорошо отжать гущу. Настой пить по 12-15 капель на ложку воды трижды в день за 15-20 минут до еды. Такой настой отлично помогает против атеросклероза.  
601|Savanna|http://medavi.ru/user/26/|высокоэффективный сбор при ревматизме и ревматоидном артрите|http://medavi.ru/vysokoeffektivnyi_sbor_pri_revmatizme_i_revmatoidnom_artrite/|||3|Аир - универсальное лекарственное растение, которое применяется при многих заболеваниях. Корень аира издавна целители используют для лечения суставов. Для усиления эффекта используют сложный травяной сбор: корневище аира - 1 часть, плоды боярышника (обязательно кроваво-красного!) - 5 частей, травка душицы (орегано) - 3 части, зверобой - 5 частей, мелисса высушенная и измельченная - 2 части, плоды черного паслена - 3 части, сосновые почки - 2 части, фиалка трехцветная (анютины глазки) - 4 части, чабреца трава (тимьян) - 3 части, эвкалиптовые листья - 2 части. Все составляющие тщательно перемешивают. 5 столовых ложек (без горки) смеси засыпают в большой термос, запаривают 1 литром крутого кипятка, выдерживают в течение 5-6 часов. После отвар процеживают и пьют по такой схеме: 4 недели - 1 порцию выпивают равными частями за сутки. Такая ударная доза сразу даст улучшение лабораторных показателей, облегчит боли. 4-5 месяцев - 1 порцию выпивают за 2 дня. Самочувствие значительно улучшится. 2-3 месяца - 1 порцию выпивают за 3 дня. Это даст стойкую ремиссию. Замечания: Настой пьют в теплом виде перед едой. Через каждые 1,5-2 месяца приема фитосбора обязательно нужно делать перерыв на неделю. Настой с осторожностью следует пить тем, кто страдает повышенным давлением.
564|Savanna|http://medavi.ru/user/26/|зверобой от поноса|http://medavi.ru/zveroboi_ot_ponosa/|Готовить отвар следует на водяной бане, принимать по 1/3 стакана трижды в день||2|Зверобой называют травой против 99 болезней. Это одно из наиболее востребованных лекарственных растений в списке знахарей. Отвары из него оказывают общеукрепляющее действие, протвовоспалительное, кровоостанавливающее, вяжущее, болеутоляющее, спазмалитическое, стимулируют работу сердца, улучшают работу ЖКТ. Его применяют при болезнях суставов, для исцеления долго незаживающих ран, диатезе, золотухе, при туберкулезе. Отвар из зверобоя отлично излечивает женские заболевания. С помощью больших доз зверобоя можно избавиться от хронического поноса. Для этого 1 столовую ложку (без верха) сухого измельченного сырья (цветков и листьев) запаривают 1 стаканом крутого кипятка, охлаждают при комнатной температуре. Полученный отвар процеживают через марлю, доливают теплой кипяченой водой до 250 мл и выпивают за 1 раз. Всего в сутки нужно выпить 3-4 стакана отвара зверобоя. Его нельзя подслащать.  Поможет избавиться от расстройства кишечника и такой рецепт. Смещать в равных частях зверобой и тысячелистник. 1 полную с горкой десертную ложку смеси запарить 1 стаканом кипятка, настаивать 30 минут. Отцедить через марлю. Выпить в три приема за день.
778|Savanna|http://medavi.ru/user/26/|капуста против язвы|http://medavi.ru/kapusta_protiv_iazvy/|||2|В капусте найден уникальный противоязвенный витамин U. Он выполняет ряд очень важных функций:   ·         стимулирует заживление эрозий, язв и прочих повреждений слизистой желудка и кишечника;  ·         действует как мягкое обезболивающее;  ·         защищает печень от жирового перерождения;  ·         нивелирует симптомы аллергии.  Витамин U не синтезируется нашим организмом, поэтому должен периодически поступать извне. Самым лучшим его источником является свежевыжатый капустный сок. Приготовить его очень просто: чисто вымытые сочные капустные листья пропустить через соковыжималку или перемолоть на мясорубке, а потом из «капустного фарша» через марлю выжать сок.  Капустный фреш врачи рекомендуют пить свежеприготовленным, но если времени не хватает, то его можно хранить в холодильнике 2 дня. Ничего добавлять в капустный сок не следует – ни специи, ни травяные отвары.  Не все люди одинаково хорошо переносят фреш из капусты. В зависимости от индивидуальной чувствительности он может провоцировать вздутие и метеоризм, поносы.    Пьют капустный сок в течение месяца трижды в день по пол стакана за 40 минут до еды. После делают перерыв минимум на 3 месяца, максимум – на 6. При желании курс можно повторить. Пациенты, которым хватит терпения пройти 2-3 курса терапии капустным соком навсегда забудут о болезнях ЖКТ.
547|kishiha|http://medavi.ru/user/10/|анютины глазки при кашле|http://medavi.ru/aniutiny_glazki_pri_kashle/|||3|Анютины глазки (фиалка трёхцветная) часто используется в народной медицине как противовоспалительное и отхаркивающее средство при ОРВИ, бронхите, коклюше и пневмонии. Своим лечебным свойством трава обязана содержащимся эфирным маслам, салициловой, аскорбиновой кислоте и другим полезным компонентам.  Настой из сухих трав готовят следующим образом: 2 ст. л. фиалки трёхцветной, 1 ст. л. подорожника, 2 ст. л. почек сосны, 3 ст.л. тимьяна, 1 ст. л. плодов аниса и 2 ст. л. цветков календулы заливают литром кипятка. Затем ещё в течение 15 минут сбор греют на водяной бане. Охлаждают, процеживают через марлю, добавляют ещё столько же кипячёной воды. Принимать такой настой рекомендуется в тёплом виде по полстакана 3 раза в день желательно за 20 минут до приёма пищи.  При сухом, перерастающем в приступы кашле лучше использовать именно сироп из трёхцветной фиалки. Траву заливают большим количеством кипятка и 10 часов её настаивают. 5 ст. л. сахара добавляют в уже процеженный напиток и ставят на слабый огонь. Сироп уваривают до густоты, не забывая постоянно помешивать. За 3 минуты до конца варки ещё добавляют сок целого лимона.  Готовый сироп следует хранить в холодильнике и добавлять по 1 ч. л. в горячий ромашковый чай. Это средство отлично выводит мокроту из лёгких и усиливает секрецию бронхиальных желёз. 
580|kishiha|http://medavi.ru/user/10/|боярышник при стенокардии|http://medavi.ru/boiaryshnik_pri_stenokardii/|Из плодов боярышника готовят отвар, жидкий экстракт или настойку. Непонятно, каким образом можно достичь водной экстракции полезных компонентов, если просто залить сырье кипяченой водой и отправить на сутки в теплое место. ||1,5|                Стенокардия развивается у людей старшего возраста из-за недостаточного кровоснабжения мышц сердца и характеризуется долгими болезненными приступами в области груди. Самое распространённое народное средство при таком заболевании – это настойка из боярышника.                  Ягоды боярышника можно в готовом виде приобрести в аптеке, а можно и самостоятельно их заготовить. Для этого необходимо помнить несколько правил: не нужно собирать ягоды после дождя (иначе потемнеют при хранении), сушить лучше в тёмном и хорошо вентилируемом помещении через час после сбора. Затем в трёхлитровую банку засыпают 7 ст. л. боярышника (можно смешать с таким же количеством пустырника и валерианы) и заливают 7 стаканами кипячёной воды. Тару укутывают шерстяной тканью и ставят на сутки в тёплое место. Готовый настой далее хранят только в холодильнике. Принимать напиток рекомендуется 3 раза в день во время еды по 1 стакану. При стенокардии употребление сахара не желательно. Вместо этого можно добавить 2 ст. л. ягод шиповника в качестве подсластителя.                  Настойку из цветков боярышника можно готовить и на спирте. В таком варианте принимать лекарство нужно по 1 чайной ложке во время еды. Курс лечения составит 2 недели.
568|vykrutasyk|http://medavi.ru/user/34/|мочегонный чай из айвы|http://medavi.ru/mochegonnyi_chai_iz_aivy/|||2|Положительное влияние на здоровье оказывают не только плоды айвы, но и ее семена и листья. Из них можно приготовить прекрасный мочегонный чай, который будет полезный людям, страдающим гипертонией и отёками.  Для приготовления данного чая необходимо взять по 30 г семян и листьев айвы. Ингредиенты помещают в небольшую эмалированную посуду и заливают их стаканом кипятка. После чего ставят на маленький огонь и оставляют томиться не больше, чем на 5 минут. Затем посудину накрывают крышкой и дают чаю настояться около 5 часов. Замет процеживают и употребляют 3 раза в день по 125 мл.
569|vykrutasyk|http://medavi.ru/user/34/|настой из айвы от кашля|http://medavi.ru/nastoi_iz_aivy_ot_kashlia/|От кашля предпочтительно использовать семена айвы||1,5|Для того, чтобы приготовить такой настой, нужно взять один плод айвы среднего размера и измельчить его на очень мелкие кусочки. Нарезанную айву заливают кипятком настаивают полчаса. После этого настой готов к употреблению. Принимают его 3-4 раза в день по 1 ст. л.
570|vykrutasyk|http://medavi.ru/user/34/|настой из семян айвы для лечения гастрита|http://medavi.ru/nastoi_iz_semian_aivy_dlia_lecheniia_gastrita/|||2|При приготовлении такого отвара используются семена айвы. Примерно 10 г семян помещают в бутылку, заливают стаканом тёплой воды и хорошенько встряхивают на протяжении нескольких минут. После этого настой можно употреблять. Рекомендуется принимать его после еды по 1 ст. л. около 4 разов в день.
726|vykrutasyk|http://medavi.ru/user/34/|отвар для лечения диабета|http://medavi.ru/otvar_dlia_lecheniia_diabeta/|||3|Для приготовления этого отвара понадобятся листья голубики. Перед приготовлением их надо измельчить. 1 ст. л. измельчённых листков засыпаем в небольшую ёмкость и заливаем стаканом кипятка. Посудину ставим на слабый огонь и оставляем слегка томиться на протяжении 10 минут. Готовый отвар принимают в охлаждённом виде не больше трёх раз в день. Доза на один приме составляет 15 мл.
728|vykrutasyk|http://medavi.ru/user/34/|почечный чай|http://medavi.ru/pochechnyi_chai/|||3|Голубика зарекомендовала себя, как отличное средство при патологиях почек и мочеполовой системы. Для данной цели нужно приготовить отвар из свежих плодов этого растения. На пол литра воды берётся примерно 50 г ягод. Воду кипятят и заливают ее в посудину с ягодами. После того, как отвар настоится и остынет, его процеживают. Готовый чай пьют небольшими порциями на протяжении дня. Лучше всего он подействует, если употреблять не перед едой, а между основными приёмами пищи.
727|vykrutasyk|http://medavi.ru/user/34/|чай от диареи|http://medavi.ru/chai_ot_diarei/|||2|Для приготовления такого чая нужно около 250 г сушенных ягод голубики. Их нужно измельчить и залить таким же количеством кипятка. Посудину, в которой содержатся ингредиенты надо плотно закрыть и оставить на один час. Употребляют такой отвар при поносе примерно 3 раза в день.
